stat_0,stat_1,stat_2,stat_3,stat_4,stat_5,stat_6,stat_7,stat_8,stat_9,stat_10,stat_11,stat_12,stat_13,stat_14,stat_15,stat_16,stat_17,stat_18,stat_19,stat_20,stat_21,stat_22,stat_23,stat_24,stat_25,stat_26,stat_27,stat_28,stat_29,stat_30,stat_31,stat_32,stat_33,stat_34,stat_35,stat_36,stat_37,stat_38,stat_39,stat_40,stat_41,stat_42,stat_43,stat_44,stat_45,stat_46,stat_47,stat_48,id
0.9477275013923645,0.11575572192668915,0.06363485753536224,0.13028304278850555,0.94586974,0.11601856350898743,0.06966968,0.1454424411058426,0.94734114,0.11294126510620117,0.053900417,0.10591767728328705,0.9472250938415527,0.10982715338468552,0.022411715239286423,0.04126322641968727,0.9472250938415527,0.10982715338468552,3,6.61685848236084,440,1,0.008751183470399318,0.9893961052221212,0.0018527113074795329,374.0833333333333,0.0052120003298428115,22,1,0.024530470371246338,2.3025850928217304,0.09320734401396032,0.014127387825570386,1.0019237995147705,0.0011854767799377441,1.0,1,0.24984870143130303,0.23928564798485158,4.341251159193661,0.0015156725791784333,121.0125961303711,0.08979152356730466,36,370.8027777777778,0.005300851073116064,1.1609747,1.1031706,-6.611497796160538e-07,0d01bbf2
0.9681084752082825,0.08229284733533859,0.023398280143737793,0.05240146815776825,0.94511575,0.10562976449728012,0.044780053,0.07657074183225632,0.9561882,0.09481839835643768,0.03799939,0.05875871330499649,0.9824633002281189,0.05912322178483009,0.010217935778200626,0.030484704300761223,0.9824633002281189,0.05912322178483009,45,11.923982620239258,513,1,0.006383298758437424,0.9935289583033022,8.774293826030823e-05,638.16,0.018791995283804264,4,14,0.055079638957977295,2.302585092876207,0.05694516693094004,0.0008492262953051261,1.009168267250061,0.0017976760864257812,1.0,1,0.24986681875442632,0.2500015668381832,3.675045559717603,0.0016553982973179296,156.1514434814453,0.08730735724537313,25,440.3847222222222,0.006236103363335133,-0.1273213,-1.2145782,3.253637879574845e-07,cefdb7fe
0.9852831959724426,0.04427015036344528,0.006991902831941843,0.029529938474297523,0.9817408,0.021333962678909302,0.0076858504,0.028896484524011612,0.98552185,0.06854090839624405,0.0074663977,0.09558660537004471,0.9915745854377747,0.027473321184515953,0.003818028373643756,0.012455145828425884,0.9915745854377747,0.027473321184515953,191,5.835662841796875,82,1,0.0013064233659115304,0.9985240946839161,0.00016948195017230664,307.8695652173913,0.0057358128159648155,2,11,0.020245254039764404,2.302585092595094,0.004950285294616124,0.0018501779560476809,1.003236174583435,0.0018407702445983887,1.0,1,0.25,0.25,5.657852162883966,0.003055848510528194,129.72930908203125,0.0969577989944071,23,196.42083333333332,0.0037898968439549208,-0.31166175,1.4236227,-9.186456772436254e-07,58391429
0.9677571058273315,0.09665176272392273,0.04444732517004013,0.10356216877698898,0.96239936,0.10318344831466675,0.05471521,0.10028252750635147,0.9586947,0.10006975382566452,0.03991794,0.08366399258375168,0.9653919339179993,0.08732499182224274,0.018169410526752472,0.03214910626411438,0.9653919339179993,0.08732499182224274,2,18.516393661499023,452,1,0.008674216804131312,0.9909924060533596,0.00033337714250911176,421.56756756756755,0.0051538674436636045,7,18,0.022032201290130615,2.302585092947805,0.051526001814340985,0.005221840049493684,1.0037765502929688,0.009272098541259766,1.0,1,0.2500008013873618,0.2500008013873618,3.2692240781397963,0.0014448591218148175,133.96148681640625,0.09277501210094917,37,429.5180555555556,0.0032069548033177853,0.2443502,-1.2615749,7.442109650174589e-07,2ca2206f
0.9616042971611023,0.10156242549419403,0.048061586916446686,0.11364905536174774,0.96679074,0.1127999797463417,0.06681252,0.18022067844867706,0.97620624,0.08074712008237839,0.03453297,0.10196325927972794,0.9942771792411804,0.028415359556674957,0.004888290073722601,0.008959725499153137,0.9942771792411804,0.028415359556674957,0,6.4416351318359375,28,1,0.005877694963958301,0.993240650791448,0.0008816542445937452,291.6190476190476,0.017875172188999332,22,10,0.05685526132583618,2.30258509162789,0.052115562013763606,0.0047674636929884,1.007783055305481,0.0005977153778076172,1.0,1,0.24999795913369308,0.24999795913369308,4.466149744862166,0.004812350710187442,199.25340270996094,0.09914528519065773,21,169.13472222222222,0.014257327653467655,0.13056688,-0.49153218,6.057861588621928e-07,19455336
0.9909204840660095,0.02220180630683899,0.003188527189195156,0.013302326202392578,0.97401905,0.06750161945819855,0.016505979,0.0652889683842659,0.98612577,0.042675796896219254,0.0065252758,0.032262660562992096,0.9820077419281006,0.016617340967059135,0.0021761043462902308,0.009304539300501347,0.9820077419281006,0.016617340967059135,6,5.09644889831543,2,1,0.001793317532562871,0.9981122973341443,9.438513329278268e-05,149.0,0.00994335403852658,7,17,0.03920048475265503,2.3025850894746496,0.013780229460746272,0.00230719214715691,1.0039420127868652,0.01044553518295288,1.0,1,0.2500052436185163,0.2500052436185163,2.446015643180475,0.0013126761680207321,159.90716552734375,0.08135998489837867,32,132.19861111111112,0.007776039652526379,-0.48757556,1.345215,2.786678652691974e-06,ca33a5e7
0.9391227960586548,0.10985227674245834,0.04828924685716629,0.10718951374292374,0.940074,0.14015288650989532,0.08964895,0.21173925697803497,0.9497403,0.12685847282409668,0.0716449,0.16952316462993622,0.9687418341636658,0.08842938393354416,0.022458968684077263,0.044710446149110794,0.9687418341636658,0.08842938393354416,1,6.956748008728027,76,1,0.0125682677496149,0.9851211314941885,0.0023106007561966113,122.42857142857143,0.016312950378217478,4,14,0.05012392997741699,2.302585091904616,0.11826074779442655,0.010806142930495262,1.0114893913269043,0.0197332501411438,1.0,1,0.25,0.24428184661345284,4.259711544645388,0.0035542618306635115,92.01309204101562,0.07167530224525043,35,117.52083333333333,0.016417117789387703,0.8478031,-0.03522112,4.045902361700571e-07,92bb8516
0.962161123752594,0.10487407445907593,0.05159914121031761,0.10584769397974014,0.96531284,0.15511490404605865,0.1303865,0.24674092233181,0.9659035,0.11742907762527466,0.07927511,0.1497865617275238,0.9746771454811096,0.08712831139564514,0.031086323782801628,0.0577315092086792,0.9746771454811096,0.08712831139564514,31,4.98875093460083,178,1,0.01120086427954973,0.9858747415543372,0.0029243941661130394,116.71014492753623,0.011209470087298098,0,6,0.041366517543792725,2.3025850928205656,0.07870407738778956,0.02550618096473963,1.0004329681396484,0.008647263050079346,1.0,1,0.2500015522262028,0.2500015522262028,3.5665811764381776,0.003177181092452422,153.0960235595703,0.09834284330586927,69,221.1875,0.005250401794910431,-0.0037236174,-1.3656942,-3.045207129931441e-06,2812951b
,,,,0.95516646,0.19975382089614868,0.077392705,0.2325924038887024,0.9515533,0.094647116959095,0.033144966,0.05010781064629555,0.9264763593673706,0.12915459275245667,0.0412093885242939,0.05493449047207832,0.9264763593673706,0.12915459275245667,1,11.869928359985352,29,1,0.015890477936682558,0.9819093020413152,0.0022002200220022,204.5,0.03422392096901802,0,22,0.12993735074996948,2.3025850257802807,0.08715315976042048,0.011367803447011368,,,1.0,1,0.2499694413885833,0.24935826916024936,1.4587570863642747,0.0026986758124842203,6.687804698944092,0.002444688913335778,2,11.181944444444444,0.044857945293188095,1.0815966,0.6711103,-3.427354395661585e-05,6b6467f4
0.9617792963981628,0.1355912983417511,0.08675668388605118,0.20036958158016205,0.9575053,0.173631489276886,0.13521203,0.2792989909648895,0.9459194,0.11283091455698013,0.0477862,0.1328641027212143,0.9975184202194214,0.035781823098659515,0.00975505355745554,0.014939267188310623,0.9975184202194214,0.035781823098659515,0,10.990459442138672,98,1,0.011308993024593102,0.9853533122765494,0.0033376946988574333,705.8823529411765,0.024443763313335278,1,20,0.08255243301391602,2.3025850927856877,0.0555449067862292,0.021147066912236546,0.993604302406311,0.0007616281509399414,1.0,1,0.24983124015567576,0.2499979165451318,2.9290914877803447,0.002332176145908181,167.49575805664062,0.08853016425958181,17,329.5444444444444,0.004934186115860939,-0.45945227,-1.0054721,7.921697349813512e-07,9d6b1410
